"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"Yes",3041045,0.0137781,9,0.0818182,26.25,-9.93,-4.732,1,38.7387,-18.9,21.82576,5.77,0,88,543,-0.0854307,2.807,0.0198134,0.713,0.32295,97.25,-0.8852135922,1.62,26,0.236364,0.00562115,7.3667,14,5.90425,8
"Yes",33279461,0.108426,6,0.0306122,14.61,-11.79,-4.94875,2,48.2234,-54.5,58.34965,6.04,-18.33,514,1645,-0.0715174,1.861,0.0291954,0.805,0.42501,35.7511,-0.7174862637,2.06,42,0.214286,0.0141021,9.23929,207,17.8129,247
"Yes",77274190,0.000319488,4,0.0264901,11.84,-12.52,-4.94414,4,61.8421,-57.4,59.58882,7.86,-185.59,94,779,0.149845,1.09,0.335605,0.977,0.42745,90.3406,-0.2242134831,0.356,33,0.218543,3.72582E-05,0.401652,4,2.55791,9
"Yes",75878715,0.00479233,2,0.025,30.83,-10.72,-5.1119,1,40.7407,-8.2,10.08151,5.12,0,25,2077,-0.152096,1.806,0.00876618,0.365,0.43315,99.5,-1.431428571,2,9,0.1125,0.000888641,1.40329,16,7.41637,138
"Yes",10616617,0.000199681,1,0.0188679,35.69,-11.48,-5.99667,1,38.8889,-3.2,4.776151,2.49,0,204,740,0.15317,3.055,0.00616981,0.22,0.44,98.7,-1.250204717,2.14,14,0.264151,1.44614E-05,4.19806,31,3.80764,1
"Yes",79498070,0.000332801,3,0.0348837,30.29,-9.48,-4.17862,1,39.0805,-14.9,16.33674,4.18,0,519,1605,-0.145651,2.235,0.00207216,0.024,0.40186,97.75,-1.734892857,2.11,17,0.197674,6.93659E-05,1.39865,24,0.432502,1
"Yes",11778645,0.0817581,9,0.0552147,50.05,-14.77,-5.81294,30594,50,-52.9,56.54826,10.43,-0.91,153,666,0.0409367,4.486,0.110415,1,0.42619,2.13143,-1.516201418,1.8,42,0.257669,0.0172283,0.389564,3,0.520634,2
"Yes",111052504,0.000570514,7,0.0448718,33.46,-8.79,-5.03,1,42.6752,-35.1,37.52495,3.86,0,141,508,0.0882524,2.761,0.0148424,0.313,0.33102,97.15,-1.061194497,1.78,25,0.160256,0.00019603,0.710397,16,0.656186,8
"Yes",74477667,0.000199681,1,0.0123457,11.69,-15.92,-6.85167,1,73.1707,-32.1,33.18166,1.6,-7.71,36,148,-0.0595185,0.883,0.00437291,0.018,0.3073,14.8385,-0.5057101449,0.706,18,0.222222,2.36654E-05,2.24568,25,0.293673,11
"Yes",126393483,0.00044928,8,0.0467836,28.59,-11.82,-6.36655,3,52.3256,-60.6,63.34676,2.71,0,124,524,-0.260759,2.192,0.00115927,0.019,0.37756,98.75,-1.477458447,2.26,32,0.187135,4.42603E-05,0.258413,1,0.419206,4
"Yes",133034053,"NA","NA","NA",30.21,-7.19,-3.89417,1,34.6154,-8.8,9.980801,5.77,-0.19,65,1392,1.0321,3.997,0.992588,1,0.40501,2.89824,0.04295714286,2.33,9,0.176471,0.00244438,1.82171,10,1.26121,7
"Yes",133267273,0.0273562,1,0.00657895,39.89,-13.03,-5.27032,1,50.3268,-31.9,35.55382,3.11,0,140,962,0.768568,4.423,0.460297,1,0.47968,97.4,-0.3244324324,2.42,34,0.223684,0.00163103,6.64559,31,6.26268,99
"Yes",128463900,0.0104943,9,0.0420561,28.57,-15.73,-8.09187,1,56.2791,-58,63.01522,5.25,0,42,207,-0.00316631,3.64,0.0414729,1,0.37478,99.45,-1.384168878,1.57,47,0.219626,0.00258262,0.388686,32,0.716234,3
"Yes",83647504,0.06037,3,0.032967,22.22,-11.72,-4.90667,1,47.8261,-11.2,11.6272,4.5,0,233,915,-0.199006,2.353,0.00863866,0.168,0.3208,97.25,-2.263502247,2.72,16,0.175824,0.0129971,52.5396,29,0.718662,11
"Yes",200690309,"NA","NA","NA",9.45,-16.46,-5.06875,180133,55.2846,-34.5,37.45772,9.13,-53.5,219,589,-0.00572326,0.252,0.167172,0.542,0.44595,61.943,-0.04776923077,0.159,28,0.229508,2.27214E-05,1.29966,8,5.40228,145
"Yes",79766271,0.000732162,4,0.0740741,24.78,-11.63,-4.312,2,38.1818,-5.3,6.217591,4.94,0,33,425,0.109,2.182,0.00340741,0.055,0.33082,99.75,-0.07696603774,2.93,15,0.277778,0.000307751,19.7857,154,19.0243,189
"Yes",86957982,9.98405E-05,1,0.0222222,37.13,-11.15,-4.86095,1,47.8261,-6.3,7.476159,2.57,0,136,1782,0.180578,2.878,0.00671111,0.067,0.44483,97.5,-0.8839232558,2.13,13,0.288889,2.25414E-05,8.60253,33,5.21691,43
"Yes",158001582,0.0567594,8,0.0666667,7.3,-13.68,-5.75654,233387,61.157,-42.9,44.3898,5.39,0,93,565,-0.578527,1.392,0.00173652,0.054,0.42846,97.5,-0.2529090909,0.418,44,0.366667,0.0106392,6.21605,8,36.8526,16
"Yes",172664130,9.98405E-05,2,0.0150376,31.56,-7.9,-4.28962,1,29.1045,-17.3,21.74533,4.02,0,395,1000,-0.0307669,2.114,0.00174547,0.021,0.33666,99.95,-1.0940776,1.44,25,0.18797,2.20606E-05,9.7103,23,0.237971,11
"Yes",167862715,0.000199681,4,0.0294118,39.04,-13.88,-5.66567,1,48.9051,-33.3,36.45897,5.13,-0.1,187,1609,0.582097,4.176,0.336716,1,0.41154,3.92365,-1.427537879,4.39,24,0.176471,3.37322E-05,6.05717,22,0.855699,5
"Yes",101955485,"NA","NA","NA",3.93,-17.56,-7.38147,15720,47.5728,-41,46.20055,6.55,-57.34,194,537,0.134404,1.952,0.0954683,0.878,0.43452,71.2564,0.09941204819,2.55,58,0.282927,0.00464929,2.12475,57,0.333932,19
"Yes",130992349,0.0025293,6,0.05,35.79,-9.25,-4.12533,1,38.843,-28.1,30.30013,47.42,-2.84,205,742,0.523434,6.789,0.20924,1,0.47541,8.52214,-1.794353846,2.57,35,0.291667,0.000452614,6.03041,132,4.76418,216
"Yes",189240277,0.000199681,3,0.0272727,39.12,-13.1,-5.13043,1,52.2523,-30.6,32.82825,3.45,0,28,68,0.0316578,2.583,0.0428246,0.881,0.44855,97.3,-0.6771723301,1.26,28,0.254545,2.69596E-05,2.33751,18,3.23165,7
"Yes",143343350,0.0998626,9,0.0339623,44.3,-17.64,-6.80438,1,40.9774,-53,59.41076,6.96,0,1366,5100,0.428809,4.122,0.164022,1,0.35243,98.3,-0.8262162598,2.42,62,0.233962,0.0133349,3.79374,35,6.74502,67
"Yes",49423063,"NA","NA","NA",42.84,-9.25,-3.92333,1,43.8356,-17.4,18.58064,3.16,0,94,292,-0.0536209,2.48,0.00302124,0.237,0.45191,99.7,-1.328412857,1.78,19,0.263889,1.24909E-05,3.95672,6,1.05669,3
"Yes",18678815,0.134305,5,0.030303,40.73,-12.6,-5.85161,1,59.6386,-61.1,64.0544,9.39,0,588,3054,-0.0243374,3.145,0.0171989,0.611,0.38439,99.85,-1.651705625,1.87,35,0.212121,0.0220505,11.2419,19,44.497,51
"Yes",40838543,0.00219649,2,0.0138889,28.3,-13.4,-7.33419,2,60,-43,46.55144,9.06,-8.67,282,735,0.0474649,1.581,0.0213419,0.864,0.41424,18.7993,-0.3837142857,0.635,31,0.215278,0.000312758,3.53069,86,12.3507,512
"Yes",91349698,0.00147764,5,0.0684932,38.28,-10.47,-4.76737,1,41.8919,-16.8,18.03558,3.82,0,378,3435,0.968506,4.802,0.446212,1,0.44499,97.85,-0.6583548387,2.15,18,0.246575,0.000264034,38.6332,403,22.0952,679
"Yes",96247223,0.00029952,4,0.0353982,42.37,-11.77,-4.3208,1,49.1228,-27.6,29.40927,2.55,0,27,1052,0.0878613,2.569,0.0417324,0.564,0.4362,98.4,-1.220128073,1.86,19,0.168142,8.00642E-05,2.22804,40,0.652201,10
"Yes",155359900,0.0754794,6,0.0416667,24.13,-13.41,-5.22821,1,46.2069,-35.9,39.49325,4.67,0,546,3362,-0.632693,2.01,0.00135151,0.051,0.33111,97.4,-0.770519888,1.02,41,0.284722,0.0162016,0.175565,5,0.323575,2
"Yes",129209558,0.00289537,11,0.0662651,26.83,-16.39,-7.07323,1,60.479,-54.7,57.45894,65.23,-15.9,215,1233,2.10743,9.236,0.515359,1,0.38839,16.986,1.947344,9.56,33,0.198795,0.000307921,3.11217,73,4.91082,170
"Yes",62355268,0.166578,9,0.0422535,34.82,-14.86,-7.25273,1,64.0187,-82.4,87.2215,3.51,0,325,5559,-1.06822,1.348,0.000511047,0.029,0.44519,97.2,-1.20194398,1.56,48,0.225352,0.0311029,11.0821,30,83.7761,70
"Yes",171899174,"NA","NA","NA",15.32,-21.48,-6.07034,1,55.914,-25.3,26.77963,5.61,-0.12,239,719,-0.122892,1.163,0.0150713,0.075,0.38951,1.74763,-0.1127741935,0.417,18,0.195652,1.20334E-05,0.730517,15,1.15216,1
"Yes",31572799,0.0566296,4,0.032,26.88,-10.69,-5.22565,1,44.4444,-23.6,26.34371,4.8,0,339,799,-0.115437,3.463,0.0179487,0.599,0.43525,99.1,-1.04310352,3.57,32,0.256,0.0101416,1.66296,48,2.49771,52
"Yes",193553707,0.000199681,3,0.0491803,29.49,-8.46,-4.26826,1,37.0968,-7.5,9.652456,2.82,-2.73,587,2606,1.89098,4.527,0.955279,1,0.41353,8.8866,0.866356,2.77,10,0.163934,3.48863E-05,71.3305,59,30.7498,12
"Yes",19303815,0.0135783,2,0.016129,6.63,-11.11,-6.03821,1,40.8,-25.4,28.36217,6.32,-40.85,691,1448,-0.0702529,1.24,0.0219986,0.097,0.40388,38.6279,-0.07621568627,0.469,27,0.217742,0.000223559,9.70976,42,15.039,58
"Yes",18892560,0.00159744,3,0.037037,52.33,-9.25,-5.11808,1,43.9024,-16.6,17.88088,3.9,0,331,938,-0.0160929,2.954,0.0392462,0.832,0.32476,98.05,-1.918038462,1.94,19,0.234568,0.000169795,3.60765,24,2.92993,42
"Yes",69964231,0.00108398,7,0.035533,34.1,-12.61,-6.01636,1,53.0303,-69,71.45747,5.2,0,618,1310,-0.250311,2.64,0.00828143,0.367,0.44188,99.45,-2.141984409,1.74,55,0.279188,0.00014007,1.9096,25,0.730335,48
"Yes",60682359,0.000199681,1,0.0133333,31.72,-11.02,-4.27278,1,39.4737,-10.5,11.68518,"NA",0,65,411,-0.0845659,2.011,0.00361608,0.096,0.40925,98.05,-1.757805556,2.15,11,0.146667,4.82232E-05,17.9717,42,2.80052,12
"Yes",179901926,0.0495493,7,0.0434783,47.67,-12.03,-6.41167,1,50.6173,-39.2,42.24633,5.36,0,594,1722,0.0579116,2.371,0.0132729,0.24,0.41962,99.25,-2.437288509,2.99,36,0.223602,0.0120253,8.04677,44,4.5066,38
"Yes",120776735,6.65603E-05,1,0.00666667,31.97,-10.98,-4.988,39415,51.6556,-45.1,47.79438,3.32,0,14,1084,-0.117577,2.71,0.00586588,0.184,0.43852,99.85,-1.29324966,2.1,21,0.14,2.09375E-05,2.49435,18,1.32448,30
"Yes",166462986,0.083533,6,0.0384615,31.37,-12.92,-5.26156,2,56.051,-37.6,42.09889,3.36,0,519,2119,-0.362631,2.298,0.00140686,0.041,0.45661,96.95,-1.310183562,1.45,38,0.24359,0.0119803,13.8696,42,50.8555,185
"Yes",218366927,0.000319488,5,0.049505,24.44,-9.73,-3.85095,1,75.4902,-48.1,50.12373,10.89,-8.63,345,1520,-0.0527219,5.932,0.0886372,1,0.37162,10.6693,-1.412996095,2.17,30,0.29703,2.67556E-05,1.34224,21,2.96136,93
"Yes",209429181,0.00945764,11,0.0482456,13.66,-14.02,-7.58818,4417,52.8384,-64.9,70.08015,5,-43.92,1429,7443,-0.08181,3.671,0.0110164,0.712,0.4039,84.8901,-0.9391864198,2.14,56,0.245614,0.00166116,15.0347,397,641.048,8078
"Yes",149879266,0.0471523,1,0.0107527,10.04,-12.65,-4.77357,2,50,-25.2,27.61596,4.5,-9.16,84,533,0.0663289,0.77,0.107594,0.468,0.43049,29.3023,-1.245760294,1.25,14,0.150538,0.00333291,2.69098,46,0.397044,4
"Yes",66412685,0.0278555,2,0.025641,22.47,-10.48,-4.97273,1,46.8354,-14.5,16.94715,4.56,-0.02,11,76,-0.0102183,2.605,0.0105456,0.085,0.32106,2.13535,-1.062041096,1.67,11,0.141026,0.00248313,15.8317,39,24.7577,120
"Yes",53964231,0.119076,2,0.0377358,41.94,-9.42,-3.46909,1,37.037,-6.9,8.625506,5.42,-4.93,15783,43114,1.49745,3.936,0.892396,1,0.40183,24.7669,1.1639375,3.95,18,0.339623,0.0210228,2.64838,17,5.23547,68
"Yes",150554535,0.00850067,6,0.030303,41.19,-18.07,-8.60419,2,63.3166,-54.5,57.89392,3.99,0,259,2889,-0.350803,1.904,0.00153714,0.086,0.37733,98.2,-2.920253523,2.16,39,0.19697,0.00134593,3.66106,44,14.2691,88
"Yes",129370307,"NA","NA","NA",36.31,-8.23,-2.94056,1,31.9444,-12,12.87243,3.86,0,578,1881,-0.0187564,2.032,0.00160273,0.024,0.37709,98.05,-2.006768169,3.75,12,0.169014,1.16327E-05,1.76696,25,0.262189,6
"Yes",50539114,0.00153088,1,0.0185185,34.93,-13.31,-6.81722,1,58.1818,-7.2,8.226323,2.85,0,390,794,-0.490407,2.112,0.0005,0.007,0.45201,96.6,-1.618755556,0.668,8,0.148148,0.00074215,37.7519,15,1.15951,0
"Yes",79010927,0.0009984,2,0.0137931,33.55,-13.68,-5.12478,1,37.6712,-25.2,28.1269,5.4,0,268,1471,0.219954,3.077,0.0571799,0.777,0.3131,99.55,-0.8368983796,1.75,21,0.144828,0.000101088,3.26804,9,4.69103,14
"Yes",90103380,"NA","NA","NA",10.66,-9.28,-4.69348,1,54.0541,-21.1,22.34276,8.76,-117.06,316,1392,0.176611,0.365,0.4283,0.869,0.34307,0.533472,-0.1767115385,0.508,16,0.219178,1.30883E-05,3.46997,21,4.1243,3
"Yes",88933641,0.103534,7,0.0284553,32.08,-12.14,-7.07906,1,56.2753,-82.4,87.82525,4.57,0,38,120,-0.164525,2.629,0.00689168,0.268,0.4173,99.2,-1.525034372,1.68,44,0.178862,0.0233739,5.79862,110,1.95273,92
"Yes",41221337,0.0516177,4,0.027027,20.68,-13.42,-5.445,2,48.3221,-33.1,35.67532,4.66,0,45,119,0.0927037,2.537,0.0309666,0.52,0.38049,98.85,-0.7444645833,1.99,20,0.135135,0.0060295,0.732378,14,0.537155,6
"Yes",94755957,0.000359424,2,0.0105263,10.08,-13.72,-5.80161,14,47.644,-54.1,57.94798,5.19,-34.19,367,1412,-0.160338,1.938,0.102295,0.919,0.33197,46.1362,-0.2949710145,0.821,53,0.278947,5.96626E-05,0.0825795,2,0.0519945,0
"Yes",38542312,0.0353363,79,0.0339493,12.66,-15.91,-11.1891,60,54.811,-890.7,"NA",11.89,-721.38,22,1049,0.0566285,2.315,0.091191,1,0.35123,17.1943,-0.7581375868,2.01,496,0.21315,0.00572782,1.04165,42,1.74023,144
"Yes",108511930,0.0154553,5,0.060241,2.78,-13.41,-5.55038,1,75,-37.1,38.29532,6.12,-18.3,67,1040,-0.0845843,0.996,0.00469242,0.064,0.30654,31.5732,-0.3607424242,0.714,26,0.313253,0.0100679,23.4465,36,15.4165,114
"Yes",49135656,0.00163375,11,0.0258216,34.61,-16.35,-7.71265,1,47.7752,-87.3,96.46104,6.74,0,77,186,-0.222018,2.323,0.00238467,0.174,0.40058,96.6,-1.637791371,1.74,101,0.237089,0.000165888,0.329493,19,0.391955,1
"Yes",48203664,"NA","NA","NA",41.29,-11.23,-4.50125,1,42.029,-9.9,11.24319,0.92,-1.1,164,550,1.52667,4.527,0.932823,1,0.43978,4.39676,1.651818182,4.31,18,0.264706,7.36922E-06,3.12612,43,5.92757,7
"Yes",14568019,0.000456411,7,0.0402299,29.93,-14.41,-6.14206,1,62.8571,-62.8,66.32171,5.48,0,300,1205,-0.0701695,3.153,0.00778516,0.183,0.45334,99.1,-1.698168968,1.97,43,0.247126,3.27798E-05,3.58874,71,4.12055,159
"Yes",167995513,0.0851782,26,0.0439932,12.91,-15.98,-9.38706,2,60.8108,-234,244.3771,4.81,-89.18,704,2598,-0.371534,2.078,0.00155928,0.061,0.36985,98.5427,-0.9750657898,1.02,191,0.323181,0.011794,0.517455,27,0.840052,29
"Yes",50187013,0.000266241,3,0.026087,29.54,-11.86,-4.85094,37,50,-27.6,30.11423,4.22,0,29,2880,-0.202605,2.361,0.011309,0.47,0.46535,98.25,-1.32959902,1.42,22,0.191304,0.000120759,1.71782,22,1.20957,24
"Yes",76558945,0.0406017,4,0.040404,42.44,-10.12,-5.06333,3,38,-19.5,21.33088,1.16,0,172,8329,-0.0734543,2.371,0.00863844,0.79,0.31605,97.7,-0.8512105263,1.87,23,0.232323,0.010044,80.1053,2071,348.022,7539
"Yes",32844645,0.0247604,7,0.0309735,38.33,-16.98,-7.9897,8,59.4714,-87.9,89.83106,5.17,0,592,1825,-0.14532,4.134,0.133365,1,0.45637,98.4,-1.46133,5,51,0.225664,0.0028712,2.55729,66,1.77583,76
"Yes",47574596,0.00179712,3,0.0220588,34.02,-16.87,-5.30129,1,52.5547,-32.5,35.35458,5.03,0,19,323,-0.227396,1.79,0.000727941,0.04,0.37264,97.2,-1.503114615,1.79,32,0.235294,0.000205669,0.509485,2,0.277274,13
"Yes",46240834,0.00157249,8,0.0430108,55.66,-11.35,-6.07969,1,50.8021,-51.9,54.63698,24.48,-0.34,326,7616,0.739887,5.881,0.311499,1,0.46709,3.13181,-0.9016160805,2.23,36,0.193548,6.84128E-05,19.1432,387,32.559,684
"Yes",214525174,0.000399361,2,0.0119048,35.18,-14.85,-5.02966,1,44.9704,-55.6,58.13708,5.89,0,37,537,-0.12123,3.158,0.0144212,0.312,0.36504,97.85,-1.981729623,2.49,40,0.238095,2.30549E-05,3.24074,7,0.351873,11
"Yes",178535714,0.00039936,4,0.0215054,41.71,-12.48,-6.16697,1,45.4545,-46.2,51.21738,4.01,0,515,2717,-0.104019,2.435,0.023056,0.691,0.35997,98.95,-2.060612022,2.7,38,0.204301,4.95803E-05,1.26193,23,0.161929,10
"Yes",27452743,0.00412673,3,0.0166667,28.64,-12.69,-6.50462,1,49.7238,-32.2,35.59468,6.15,0,74,3171,-0.0429105,1.927,0.0226917,0.519,0.38282,97.4,-0.3689360759,0.917,32,0.177778,0.000377278,0.548876,7,2.86741,60
"Yes",25426586,0.00046592,3,0.0230769,19.44,-9.26,-4.01767,5,47.3282,-26.6,28.70085,4.82,0,179,1266,-0.107014,1.727,0.00143891,0.068,0.4392,99.5,-1.0656344,1.41,25,0.192308,2.90422E-05,5.39645,24,8.99223,16
"Yes",143280882,0.112645,8,0.0689655,12.6,-12.13,-4.158,1,50.4274,-28.5,30.50674,7.26,-42.33,231,720,0.0479445,0.588,0.0239739,0.116,0.39099,51.2069,-0.3021511628,0.522,25,0.215517,0.0350511,1.37583,31,5.43629,160
"Yes",3109475,0.0781115,11,0.0398551,44.34,-11.82,-6.92606,1,57.7617,-91.8,97.93696,4.42,-1.34,173,1145,0.243752,4.493,0.119517,1,0.37932,1.80819,-1.208994186,2.65,64,0.231884,0.0119735,1.21949,34,2.84612,189
"Yes",54114728,0.0820688,10,0.0333333,45.43,-13.03,-7.08909,16,50.8306,-82.2,88.04627,3.65,0,77,206,-0.150903,2.535,0.00438382,0.576,0.3596,99.15,-1.405832962,1.99,45,0.15,0.015445,0.495617,9,0.511067,27
"Yes",57214368,0.000199681,1,0.0078125,33.18,-10.15,-4.74185,1,44.186,-31.3,33.35044,3.87,0,56,204,-0.31878,2.513,0.00168934,0.034,0.43741,99.7,-1.675544828,1.83,14,0.109375,3.04086E-05,13.6666,25,11.6264,4
"Yes",21476899,0.0015087,9,0.0656934,31.85,-11.01,-3.85545,1,39.8551,-32,33.92121,4.67,0,502,1067,-0.0733813,2.319,0.00243688,0.036,0.3096,97.95,-0.6978313846,1.11,40,0.291971,0.000504123,1.36834,18,50.7375,1439
"Yes",80219390,0.000299521,2,0.0185185,32.03,-10.79,-4.79885,1,39.4495,-13.1,15.78244,5.65,0,37,643,0.00545261,3.375,0.00728649,0.126,0.45764,96.65,-1.542098113,2.12,21,0.194444,1.61159E-05,4.98731,21,0.845612,9
"Yes",9626784,0.000399361,1,0.012987,3.18,-14.56,-6.11667,2,51.2821,-20,21.07077,8.43,-129.01,182,608,0.0175806,0.248,0.0607364,0.135,0.37717,25.8999,0,0.0269,21,0.272727,6.90162E-05,6.94182,52,10.6639,156
"Yes",166082605,0.000299521,2,0.015748,29.02,-9.56,-4.53269,1,51.5625,-36.8,39.3823,3.44,-0.97,101,525,-0.213167,1.859,0.00272765,0.16,0.33922,1.76114,-1.050302521,1.48,29,0.228346,3.99393E-05,2.39272,13,2.41407,51
"Yes",123082888,"NA","NA","NA",34.84,-11.72,-6.38964,1,46.5753,-7.5,9.779869,4.44,0,120,275,-0.406103,1.978,0.000989379,0.025,0.41514,99.55,-1.037110145,1.42,7,0.0972222,1.59479E-05,7.13757,36,7.97328,66
"Yes",183808730,0.148562,9,0.0731707,14.82,-15.78,-6.67515,1,54.8387,-41.4,43.19482,1.6,-2.12,617,1389,-0.33968,1.356,0.00138187,0.043,0.44786,11.7219,-0.5698085106,0.813,53,0.430894,0.0254338,7.17458,84,13.2307,38
"Yes",30931246,0.0527476,24,0.0347323,11.32,-20.02,-8.77382,10,41.9075,-169.3,183.2256,7.66,-142.51,432,2276,-0.0481118,2.875,0.0152949,0.303,0.34814,3.16081,-1.064126089,2.27,141,0.204052,0.0090505,0.158069,17,0.0888194,8
"Yes",41976449,0.000299521,2,0.0119048,39.2,-23.97,-6.3388,791609,40.2367,-31.2,35.24703,6.5,0,89,208,0.557214,3.144,0.448915,1,0.35234,99.8,-0.3090467073,1.9,29,0.172619,8.04421E-05,0.340389,9,1.65198,37
"Yes",72658069,0.00795393,6,0.0422535,39.47,-28.11,-6.61114,1692793,51.7483,-26.5,30.04611,1.77,0,281,3310,-0.0642264,2.787,0.00882063,0.266,0.39548,96.85,-1.474766176,2.05,35,0.246479,0.00116486,4.07889,57,2.52746,4
"Yes",100388037,0.00161964,9,0.0283019,3.03,-24.74,-5.95137,803042,46.395,-59.5,65.96461,13.24,-115.19,44,594,0.0327408,0.186,0.121266,0.327,0.41542,33.3923,-0.05752156863,0.175,63,0.198113,0.000250733,0.610626,16,1.13362,49
"Yes",70242181,0.009385,1,0.0204082,35.09,-24.89,-5.98168,676308,36,-7.1,8.775039,2.52,0,239,5168,0.0556531,1.92,0.0635306,0.836,0.38391,97.7,-1.066455531,2.3,11,0.22449,0.00200826,5.60033,41,4.38388,44
"Yes",13239453,0.00029952,4,0.0170213,43.97,-29.12,-5.93245,728619,42.7966,-49,53.64309,6.1,0,32,385,-0.227114,3.062,0.0145118,0.796,0.43143,94.85,-1.747893543,2.75,49,0.208511,1.68066E-05,2.15795,57,3.88577,49
"Yes",79940362,0.0224712,26,0.0251451,11.2,-27.84,-6.34658,2098741,44.6273,-312.4,331.7964,7.98,-253.91,286,605,0.0795691,2.631,0.0565353,1,0.36678,4.52336,-0.6420692686,1.89,321,0.310445,0.00526231,0.243844,9,0.487108,48
"Yes",23979071,0.000570516,7,0.0496454,9.79,-27,-6.24196,11205,46.4789,-33.1,36.73055,5.79,-28.92,78,921,-0.107114,0.669,0.0102334,0.086,0.42575,55.6164,-0.3535576923,0.46,23,0.163121,0.000204198,2.87353,47,0.201099,8
"Yes",3478756,0.00091853,5,0.0224215,25.66,-37.69,-6.06398,690344,39.2857,-43.2,47.5865,7.78,-6.56,98,353,0.156863,1.657,0.0738421,0.914,0.33996,20.8503,-0.504253715,1.18,33,0.147982,0.0001977,0.466247,9,5.16426,316
"Yes",3611766,0.0518445,22,0.0408922,11.52,-24.34,-6.61965,1286734,61.9666,-212.2,221.1708,77.76,-189.81,2187,4881,3.84669,9.241,0.682896,1,0.41143,78.1556,-0.05156330575,2.41,133,0.247212,0.00913571,6.91463,232,19.8747,959
"Yes",102251799,0.00763775,13,0.0345745,46.85,-20.86,-6.8571,258050,37.8667,-82.7,89.8266,3.91,0,91,2658,0.0632587,4.156,0.0581075,1,0.40317,98.05,-1.852078877,2.26,75,0.199468,0.00146571,1.67831,56,1.47369,68
"Yes",137252875,0.000399361,2,0.019802,29.43,-16.8,-6.45285,1196,63.7255,-40.2,40.82998,12.76,0,261,1759,-0.0192417,3.849,0.175341,0.989,0.39727,97,-0.7770416667,1.71,38,0.376238,1.54388E-05,1.51314,19,2.34216,26
"Yes",46392825,0.0730064,13,0.0570175,"NA",-17.92,-5.80969,81,45.8515,-54.3,59.37949,13.09,-390.95,197,524,-1.23879E-05,0.123,0.143729,0.263,0.41786,"NA",-0.006606666667,0.0164,59,0.258772,0.0165264,0.234727,6,0.70182,36
"Yes",109109969,0.00169729,12,0.0322581,48.27,-19.23,-5.7681,94555,41.8231,-93.8,101.8809,5.56,0,152,1054,0.0346277,3.831,0.0133816,0.996,0.31684,98.358,-2.484616528,3.85,91,0.244624,0.000273719,0.37278,9,0.274102,4
"Yes",30839020,"NA","NA","NA",8.92,-22.09,-6.10756,182,43.3962,-6.3,7.904007,1.88,-5.69,476,1053,0.149852,0.878,0.015963,0.068,0.38336,12.5664,-0.1549444444,0.494,6,0.111111,2.23588E-05,15.8269,27,13.8383,23
"Yes",97713695,0.210397,3,0.0265487,41.57,-18.46,-6.80859,33,51.7544,-30.6,33.37424,5.98,-0.11,1,1117,-0.0381525,2.834,0.00574623,0.12,0.36683,1.83048,-1.340990385,1.56,12,0.106195,0.0577013,0.966124,42,0.883101,28
"Yes",87480223,0.129859,5,0.0248756,26.93,-23.97,-6.14722,425430,50.9901,-40.1,44.24757,5.47,0,107,1079,-0.174281,1.96,0.0105423,0.432,0.39959,3.31678,-0.235054798,3.23,43,0.21393,0.0152434,4.61425,37,41.2289,204
"Yes",77667671,0.0127963,11,0.0272277,36.81,-18.6,-6.60477,8646,49.8765,-132.1,137.3273,4.91,-0.38,189,1640,0.374623,5.433,0.236176,1,0.34343,4.86532,-0.8392464467,2.7,88,0.217822,0.00151452,1.95877,20,0.316097,0
"Yes",150707932,0.326677,1,0.0128205,7.41,-15.59,-6.04125,2566,39.2405,-14.4,15.76991,15.49,-123.34,131,337,0.0148107,0.239,0.0395498,0.104,0.42326,0.879374,-0.1731282051,0.322,15,0.192308,0.0275291,3.49004,50,3.08112,49
"Yes",135247613,0.000244053,9,0.045,40.59,-22.28,-6.83392,869,52.2388,-49.6,54.06377,4.21,0,152,627,-0.0573232,3.444,0.0409226,1,0.42195,98.15,-1.112078756,2.09,45,0.225,2.51218E-05,1.40364,54,2.4783,16
"Yes",69014131,0.00434305,8,0.0430108,37.3,-16.34,-5.9169,152216,64.1711,-68.3,72.93267,4.11,0,376,1003,-0.440138,3.448,0.00600791,0.261,0.30625,98.9,"NA","NA",51,0.274194,0.000622143,0.858043,16,0.832919,49
"Yes",69628739,0.0389378,5,0.0373134,38.87,-20.99,-5.81207,59,55.5556,-33.7,37.50269,5.28,0,33,1023,0.0219807,2.823,0.0415801,0.855,0.4309,96.4,-1.598923077,2.22,25,0.186567,0.00532024,0.427914,14,0.467468,3
"Yes",1985443,0.0673588,6,0.0301508,24.39,-21.84,-6.46934,20,65.5,-100,103.4753,2.04,0,409,2575,-0.58042,2.122,0.0094802,0.74,0.31972,96.3,-1.298429651,1.36,45,0.226131,0.00188759,7.02472,121,14.3141,460
