"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"Yes",167294517,0.00022464,11,0.0607735,63.84,-15.06,-6.75212,1,62.0879,-68.8,72.89835,58.97,-6.83,455,3266,3.38718,8.753,0.801612,1,0.29504,2.41994,-0.354601203,1.84,50,0.276243,6.60696E-05,7.26315,183,0.180193,3
"Yes",180602891,0.000399361,1,0.00806452,43.81,-7.82,-4.0036,1,38.4,-20.1,22.88961,8.25,-3.78,86,2342,2.18144,8.014,0.648341,1,0.44611,3.2227,0.1053435714,2.41,18,0.145161,4.30759E-05,40.3348,941,40.2963,1353
"Yes",143285941,0.000580888,11,0.0421456,49.08,-12.87,-7.31606,1,58.0153,-97,101.6349,26.19,-7.44,668,3342,0.883254,5.126,0.420423,1,0.40698,20.2302,1.420294758,4.19,55,0.210728,0.000117202,4.00444,70,9.67843,410
"Yes",43926935,0.0205072,10,0.0431034,63.16,-14.74,-6.95152,1,52.3605,-64.1,69.58075,51.75,-2.64,54,700,1.79125,9.516,0.427675,1,0.40767,3.93243,0.7691986486,7.53,67,0.288793,0.00338024,34.6606,1423,14.675,614
"Yes",75208527,0.00173056,3,0.0322581,39.83,-16.29,-5.72583,1,43.617,-16.6,18.79328,14.41,-0.62,118,488,2.4613,7.03,0.763771,1,0.44206,7.26837,0.7876973684,2.75,19,0.204301,5.08221E-05,14.7757,271,39.8865,571
"Yes",241142837,0.142116,7,0.0295359,43.23,-12.46,-6.10394,1,58.4034,-96.8,100.1619,18.45,-7.27,188,1404,0.188401,5.008,0.248767,1,0.35524,10.8761,-1.226281905,2,54,0.227848,0.0166656,6.04962,129,10.1276,389
"Yes",102418701,0.000249601,4,0.0689655,38.17,-13.24,-5.65042,1,67.7966,-17.9,19.08987,2.49,0,694,1876,1.12307,4.856,0.739862,1,0.36801,99.6,-0.11558125,2.19,13,0.224138,0.00014343,10.3093,150,7.1876,14
"Yes",55228032,0.000998402,4,0.0232558,29.21,-13.43,-6.82848,1,43.3526,-28.8,31.12455,3.46,0,519,1709,0.173001,2.049,0.191854,0.998,0.32528,99.55,-0.6163440506,1.33,31,0.180233,0.000142787,5.38537,72,3.00134,89
"Yes",8089936,"NA","NA","NA",71.57,-7.96,-4.42769,2,47.5248,-22.8,24.68403,32.47,-3.41,49,574,4.71462,9.463,0.925942,1,0.47253,6.16631,0.5717413043,2.47,16,0.16,1.91924E-05,91.0363,1253,36.3945,955
"Yes",73872667,0.0007072,23,0.0316369,24.99,-16.23,-8.37294,1,48.6264,-244,259.1728,45.48,-89.98,60,247,1.07301,9.316,0.302626,1,0.45173,96.368,-0.7902801288,3.84,136,0.18707,0.000119522,14.7552,1524,47.6604,3493
"Yes",15141422,0.00828675,2,0.0148148,51.87,-16.12,-5.48903,1,43.3824,-24.2,27.05456,31.53,-8.33,722,1464,4.93386,9.384,0.949644,1,0.41653,14.8207,1.449259615,4.21,19,0.140741,0.000804026,18.6496,564,104.129,1980
"Yes",70787649,0.00738817,3,0.0197368,53.04,-11.47,-4.782,1,42.4837,-35.9,38.54492,37.79,-6.93,286,3181,2.41895,5.636,0.887389,1,0.38642,11.5968,0.408661875,2.38,22,0.144737,0.000147493,1.40997,21,0.631901,6
"Yes",228157740,0.020155,46,0.0220518,18.38,-22.87,-12.1112,1,68.759,-1080.7,"NA",71.77,-498.6,924,2749,1.31468,9.798,0.385244,1,0.41582,61.0349,-1.462124845,2.35,610,0.292426,0.00329521,2.59308,157,3.85722,571
"Yes",28081648,0.000599044,17,0.0688259,46.66,-14.46,-7.23091,3,67.7419,-100.1,103.9959,9.21,-2.36,102,253,-0.017429,3.138,0.0630068,1,0.35656,5.8537,"NA","NA",74,0.299595,0.000176409,7.86765,214,252.032,7846
"Yes",6863464,0.0349441,2,0.0175439,51.04,-11.67,-4.35833,1,53.913,-30.6,33.74774,44.23,0,549,1837,2.49317,8.497,0.636057,1,0.37324,98.7,0.0003072164948,2.35,31,0.27193,0.00209325,27.7084,450,133.951,2733
"Yes",170317370,0.0317457,50,0.0285063,19.87,-17.4,-10.0162,26,44.9003,-472.9,"NA",70.23,-244.94,181,565,1.33026,9.306,0.371787,1,0.46354,38.9676,-0.6581152707,2.75,420,0.239453,0.00372521,14.2654,654,11.7015,2196
"Yes",177351173,0.000199681,3,0.0254237,65.96,-11.95,-5.351,1,60.5042,-53,54.42747,22.77,-0.58,612,1436,3.75422,8.506,0.890131,1,0.42212,2.31819,0.5345789474,2.48,24,0.20339,3.34396E-05,188.668,4751,251.364,7219
"Yes",26575902,0.0478037,15,0.0549451,49.8,-16.45,-8.49242,1,61.3139,-79,81.52635,20.17,-6.43,90,1171,1.21241,6.027,0.560508,1,0.34665,11.2704,-0.6937845217,2.22,67,0.245421,0.00884687,0.552238,26,0.69322,44
"Yes",169800952,0.00329473,2,0.027027,63.02,-8.23,-3.43111,4,44,-18.1,19.7113,7.3,-0.4,273,2196,3.121,7.653,0.917015,1,0.43292,4.88278,1.152761639,2.52,11,0.148649,0.000862077,58.6099,830,120.638,2778
"Yes",107929415,0.000199681,3,0.030303,75.64,-7.04,-3.90679,1,32,-10.1,12.79313,27.67,-2.36,25,565,4.4646,9.449,0.921211,1,0.3763,5.1462,0.8480147541,2.14,28,0.282828,1.67005E-05,20.1453,363,21.0559,375
"Yes",3076764,0.0791461,10,0.044843,43.59,-16.94,-7.11848,1,50,-65.7,69.98833,33.22,-3.72,1077,3342,1.25067,5.555,0.447295,1,0.43788,18.5254,-0.8967035412,2.12,67,0.300448,0.0139561,11.103,441,16.9504,833
"Yes",41638739,"NA","NA","NA",40.85,-11.27,-4.36958,1,77.0115,-40.3,41.50498,8.44,-2.13,240,1184,0.920712,5.205,0.588489,1,0.35795,3.66397,2.88805,5.57,22,0.255814,1.71318E-05,27.6479,442,451.647,4401
"Yes",43216268,0.000199681,3,0.0162162,51.95,-11.39,-6.30697,1,58.6022,-65.5,67.9664,19.21,-0.45,56,760,1.82416,7.25,0.623189,1,0.41143,12.5076,-0.6858340491,2.35,25,0.135135,3.07071E-05,160.861,4210,0.312529,2
"Yes",84823330,0.000399361,1,0.0263158,74.64,-10.21,-4.83412,1,53.8462,-4.2,5.382082,4.44,-3.32,136,489,3.25197,6.512,1,1,0.4562,9,0.79865,2.37,10,0.263158,0.000399328,35.3561,226,44.9353,179
"Yes",7606097,"NA","NA","NA",55.22,-4.97,-2.45824,1,41.5094,-10.6,11.19941,12.56,0,803,8469,5.11717,9.741,0.980077,1,0.43112,98.3,2.274851852,2.94,6,0.115385,1.28229E-05,26.8325,262,66.301,915
"Yes",104135448,0.000299521,2,0.0238095,40.4,-7.32,-2.79053,1,38.8235,-19.5,21.15055,2.49,0,136,1362,0.550352,4.037,0.163294,1,0.4792,95.45,-0.8938090361,2.15,10,0.119048,2.72167E-05,27.3917,393,52.0615,1179
"Yes",1513872,0.0074381,4,0.0373832,48.71,-13.07,-5.30077,1,50.9259,-29.8,31.59885,22.6,0,62,1201,2.58276,8.977,0.592293,1,0.40848,98.65,-0.03576555556,2.34,22,0.205607,0.0024289,29.7321,604,38.8791,1401
"Yes",10547540,0.000765442,6,0.0437956,31.1,-12.57,-6.28484,2,55.0725,-30.3,32.69065,26.74,-2.47,79,194,1.91264,8.3,0.481456,1,0.4131,3.21014,-0.8630569106,3.08,46,0.335766,0.000131724,52.039,993,69.0638,2343
"Yes",168472696,0.0019968,4,0.0353982,27.42,-13.6,-4.99679,1,40.3509,-21.8,24.5276,4.09,0,63,6788,-0.0654865,2.631,0.0329063,0.992,0.41346,98.8,-1.141756122,1.87,23,0.20354,5.93791E-05,17.4065,248,45.6458,912
"Yes",46121820,0.000199681,1,0.0128205,43.98,-11.31,-6.0925,1,48.1013,-15,17.07653,7.84,-1.43,147,645,0.65308,4.448,0.262963,1,0.42865,5.80513,-0.8171336364,2.04,12,0.153846,2.38489E-05,11.1741,145,64.7472,1754
"Yes",108449823,0.000199681,2,0.0176991,75.72,-14.3,-4.61828,1,31.5789,-7.9,10.71648,32.61,-4.27,253,1238,5.77648,9.917,0.962807,1,0.42465,4.77874,1.445566857,3.76,15,0.132743,1.21059E-05,36.427,658,48.7232,1848
"Yes",66572010,0.00350867,6,0.0196078,58.47,-11.11,-6.88265,1,40.3909,-63.6,69.02138,8.17,0,405,1514,0.64142,8.372,0.200981,1,0.39494,99.45,-1.371187943,2.33,62,0.202614,0.000518823,19.0519,410,25.6757,775
"Yes",143319755,0.161542,2,0.0166667,47.93,-11.03,-5.63375,1,46.281,-22.2,25.58704,5.53,-0.25,120,1356,1.41611,6.181,0.589845,1,0.45782,2.55784,1.393981481,3.96,25,0.208333,0.014914,3.27402,54,0.176731,7
"Yes",45334391,0.00281771,9,0.075,35.97,-15.17,-4.64036,1,58.6777,-35.7,38.60653,12.55,-2.67,104,493,0.51157,3.658,0.286131,1,0.35591,6.63228,-0.6871043478,2.6,26,0.216667,0.00188661,10.3601,124,17.1532,487
"Yes",179884692,0.00144768,3,0.038961,44.63,-11.88,-4.83304,1,43.5897,-10.7,12.59434,5.6,0,136,560,1.2032,4.164,0.772429,1,0.40718,98.5,0.005835616438,2.31,14,0.181818,4.68625E-05,42.0001,502,98.3327,1324
"Yes",59902647,0.0129711,47,0.0283474,27.76,-14.12,-8.73088,1,32.3086,-380.4,415.9459,13.99,-29.16,145,410,0.150642,4.518,0.103288,1,0.32751,96.1463,-1.302897042,2.31,297,0.179131,0.00189449,3.00156,226,24.1075,2721
"Yes",94074646,0.000199681,2,0.0162602,68.75,-12.56,-5.93533,1,39.5161,-20.7,24.5569,11.67,-0.13,31,1296,3.10538,6.73,0.99446,1,0.46227,2.09103,1.480212048,2.67,22,0.178862,1.27E-05,38.175,634,21.7567,738
"Yes",6539718,0.00131789,5,0.0324675,46.31,-12.69,-4.88531,1,61.9355,-58.6,61.65255,36.62,-1.58,250,543,2.059,6.828,0.754309,1,0.36295,3.08341,"NA","NA",39,0.253247,0.000152876,0.592194,0,1.05757,22
"Yes",127821694,0.00343452,4,0.0277778,67.52,-9.87,-5.44571,1,59.3103,-58.3,60.52888,48.4,-4.95,560,2581,2.5891,7.508,0.827794,1,0.36659,5.89078,-0.01439318182,4.13,24,0.166667,0.00123295,40.4633,1321,98.8569,2863
"Yes",16744601,"NA","NA","NA",42.79,-16.74,-6.48375,2,45.2381,-10.7,13.03027,15.78,-1.28,223,666,3.99838,7.314,0.948928,1,0.28571,8,1.074608696,2.31,2,0.0240964,6.98215E-06,149.086,2153,232.736,7311
"Yes",156850221,"NA","NA","NA",80.69,-10.9,-5.37879,1,38.7755,-44.7,47.66272,59.62,-5.88,479,1365,4.17659,9.33,0.879883,1,0.37665,20,0.1153139535,4.08,21,0.107692,1.23053E-05,28.5377,600,63.1836,2398
"Yes",33597295,0.00303515,10,0.0337838,43.74,-12.51,-6.70588,1,56.229,-111.7,116.5222,23,-32.57,198,2813,2.34587,9.883,0.641255,1,0.433,48.6158,-0.325584898,2.92,47,0.158784,0.000914128,15.5061,479,0.201283,11
"Yes",127674391,0.000199681,2,0.0322581,74.02,-10.31,-4.2495,1,61.9048,-17.6,18.94912,20.54,-0.74,263,633,4.34534,9.149,0.921484,1,0.38129,1.18652,0.506075,2.3,11,0.177419,0.000116431,11.8228,240,16.2802,243
"Yes",86970200,0.000149761,3,0.0483871,34.72,-10.34,-5.6837,1,68.254,-19.3,20.69406,8.31,0,2021,4094,0.814177,4.095,0.35871,1,0.40151,98.75,-0.5140333333,1.82,14,0.225806,1.09637E-05,109.981,1136,912.295,7839
"Yes",52130501,0.000199681,2,0.0229885,26.88,-9.13,-4.87292,1,40.9091,-10.2,11.49695,3.3,0,64,464,-0.239863,1.737,0.00606795,0.08,0.4002,97.7,-1.2132375,1.76,13,0.149425,2.14875E-05,14.5128,176,13.0022,310
"Yes",404956,0.00029952,3,0.0441176,37.24,-6.97,-3.1613,2,55.0725,-23,24.28576,24.31,0,572,2717,3.61385,8.603,0.772194,1,0.35665,90.4,0.1818292683,2.37,20,0.294118,3.52477E-05,47.9601,601,60.0228,675
"Yes",89107154,0.000266241,3,0.0288462,73.39,-10.66,-4.84667,1,49.5238,-21.1,23.33762,28.42,-6.91,191,934,5.69346,9.509,0.975597,1,0.41671,7.21851,2.183428571,3.52,20,0.192308,2.23602E-05,18.5662,288,10.2979,190
"Yes",70231195,"NA","NA","NA",27.93,-9.54,-4.24182,1,49.1228,-13.3,15.10309,11.74,0,43,278,0.513643,3.351,0.216875,0.913,0.43907,97.95,-0.3230363636,2.32,5,0.0892857,9.80172E-06,5.63725,60,94.4923,1522
"Yes",201373214,"NA","NA","NA",12.98,-13.25,-6.45889,1,52.7273,-4.5,4.924443,7.7,-2.92,84,599,1.98257,6.739,0.564556,1,0.35332,8.75127,-0.05697674419,2.08,10,0.185185,1.2566E-05,649.435,6068,36.352,799
"Yes",79316647,0.0343347,17,0.0148601,56.04,-21.83,-9.12824,34,38.6026,-296.4,317.5468,8.74,0,99,764,0.269473,4.208,0.0787439,1,0.34237,89.9312,-1.551015709,3.5,181,0.158217,0.00326284,0.512426,29,3.00876,212
"Yes",156646047,0.000439296,5,0.0510204,44.87,-10.45,-4.81667,1,63.6364,-32.6,34.87912,8.12,0,192,1398,0.375508,5.123,0.136806,1,0.39695,98.75,-0.4621318681,2.81,16,0.163265,2.92214E-05,76.3691,1205,32.3672,752
"Yes",52678006,0.000199681,2,0.0172414,41.88,-14.33,-6.6569,1,49.5726,-23.2,26.21074,5.91,-0.4,423,3578,1.23562,4.478,0.692577,1,0.40429,0.809475,-0.02027090909,2.51,20,0.172414,1.67517E-05,19.416,417,13.2988,473
"Yes",60430796,0.160343,2,0.015625,34.07,-13.01,-5.74967,1,36.4341,-22.6,25.12483,25.52,-8.33,84,291,1.48048,4.064,0.71656,1,0.31187,12.7817,0.04239915966,3.63,22,0.171875,0.0153369,0.787383,2,0.806203,2
"Yes",23955035,0.0109625,19,0.107345,50.87,-16.41,-7.77,6,71.3483,-77.1,80.74736,56.74,-7.69,374,2199,3.16444,8.826,0.815212,1,0.37881,18.8287,"NA","NA",75,0.423729,0.00274475,29.074,1063,47.7355,1813
"Yes",101293025,0.0004992,3,0.0204082,51.64,-8.93,-4.24667,4,35.8108,-23.5,25.80209,62.24,-4.24,100,351,4.67065,9.339,0.880751,1,0.37979,11.3452,0.683145614,2.31,19,0.129252,0.000141496,12.7696,219,76.2456,1574
"Yes",193712,0.06265,20,0.100503,40.47,-13.13,-5.54636,3,54,-59.8,63.90577,41.84,-2.83,1950,6863,1.1871,5.046,0.667893,1,0.44138,13.0307,"NA","NA",83,0.417085,0.00573704,0.719759,10,0.623965,17
"Yes",62484170,0.00044928,4,0.0634921,61.67,-9.79,-4.394,1,35.9375,-11.2,11.56992,14.86,-1.12,232,601,5.68543,9.408,0.984825,1,0.39143,1.61147,2.848478261,4.19,7,0.111111,0.000161633,50.41,472,40.7744,709
"Yes",10275429,0.00272065,7,0.0522388,50.81,-12.98,-7.04719,1,64.4444,-40.8,42.90286,22.78,-9.95,155,441,3.37876,9.204,0.605813,1,0.44646,19,0.01816190476,3.67,31,0.231343,0.000663458,27.1183,421,6.87527,255
"Yes",20769984,0.00331139,12,0.0446097,46.53,-10.34,-5.21676,1,43.7037,-66.3,70.52132,17.8,-6.27,32,176,1.08143,7.679,0.256201,1,0.46235,18,-0.4921083004,2.54,43,0.159851,0.00047157,20.8407,829,4.05011,162
"Yes",227815454,0.00114816,4,0.0350877,69.68,-21.88,-5.24852,1,45.2174,-23.7,26.51615,10.79,-5.28,403,1661,1.0359,5.594,0.460822,1,0.45784,7.62649,-0.8452113636,2.57,33,0.289474,5.67458E-05,70.4518,1384,74.3904,3221
"Yes",44894417,0.000199681,2,0.0185185,44.65,-18.09,-5.52192,1,38.5321,-8.7,11.70629,28.34,-3.89,191,421,4.47929,8.969,0.927215,1,0.35348,2.7459,0.8911253968,2.27,11,0.101852,1.45939E-05,45.4381,987,191.119,7853
"Yes",41468124,"NA","NA","NA",9.11,-10.97,-5.45714,0,41.6667,0,0.6459212,4.84,0,167,1756,4.64761,8.078,0.970478,1,0.30274,92.85,2.22951875,4.09,2,0.0869565,1.04717E-05,71.1726,486,321.787,3225
"Yes",44007011,0.37555,4,0.0487805,25.68,-8.69,-4.41,1,40.9639,-11.4,12.75227,4.6,-4.59,84,409,-0.452065,2.455,0.0817719,0.958,0.35982,5.48866,-1.350992958,1.8,13,0.158537,0.122895,10.2875,125,8.12184,252
"Yes",140360812,0.0254094,8,0.05,74.36,-14.92,-5.71909,1,67.0807,-70.5,73.06929,17.16,-2.32,240,842,3.0754,9.582,0.726475,1,0.39451,8.48225,0.94931625,3.86,35,0.21875,0.00555546,10.2689,191,0.500681,14
"Yes",69245602,0.000239616,5,0.0234742,84.55,-13.82,-6.11515,1,48.5981,-49.1,52.95122,31.04,-3.88,154,2442,4.35119,9.568,0.907359,1,0.39711,3.02101,1.622329496,3.27,42,0.197183,1.7292E-05,26.3514,622,78.3685,3610
"Yes",87600755,0.0121006,5,0.0154799,39.39,-17.47,-7.99941,1,54.9383,-96.6,101.8624,4.3,0,852,1761,-0.441169,3.64,0.0194997,0.998,0.36383,93.95,-2.089401608,2.15,61,0.188854,0.000949664,5.00851,526,25.2793,3429
"Yes",72816728,0.000266241,3,0.030303,38.97,-9.68,-4.59897,1,56,-22.9,25.28504,8.57,-1.61,2,414,1.01622,5.14,0.486775,1,0.47411,10.2983,-0.6713695652,3.71,15,0.151515,2.97714E-05,16.0418,259,12.7986,348
"Yes",73409937,0.000199681,1,0.00763359,33.79,-12.87,-5.18036,1,45.4545,-32.7,35.77885,4.23,0,156,358,0.673663,3.59,0.463736,1,0.42584,97.9,-0.3821618321,3.99,24,0.183206,2.5878E-05,13.8073,346,62.9125,1892
"Yes",59206843,0.0380021,70,0.0401146,21.09,-19.8,-9.99882,8,41.3517,-480.1,"NA",70.86,-290.71,73,673,1.68851,9.968,0.538208,1,0.4429,28.2757,-1.298503605,2.38,451,0.258453,0.00485016,1.32733,50,5.86103,173
"Yes",6501515,"NA","NA","NA",51.11,-11.16,-5.80484,1,53.211,-28,29.48294,13.2,-1.94,267,1418,4.82194,9.785,0.813891,1,0.42798,4.65613,0.06244320988,2.31,7,0.0648148,3.19067E-05,117.178,1263,17.2652,422
"Yes",40808255,0.000366082,6,0.0487805,38.35,-11.67,-5.1719,1,56.4516,-38.7,40.58537,3.84,-0.48,87,2099,0.0502743,1.33,0.0032781,0.037,0.45553,2.18311,-1.747609244,2.28,23,0.186992,5.65409E-05,4.67994,63,12.4167,100
"Yes",133891713,0.000199681,2,0.0206186,48.98,-12.25,-5.00103,1,60.2041,-30.7,32.84279,16.41,-9.8,2030,7130,4.66392,9.799,0.947242,1,0.33396,5.30033,"NA","NA",9,0.0927835,9.31283E-06,125.555,1757,251.216,2703
"Yes",14804650,0.0142621,56,0.0273705,24.35,-14.37,-9.13941,1,37.616,-515.3,"NA",60.54,-135.99,146,2216,0.736092,6.357,0.283756,1,0.37165,97.3584,-1.219394219,3.93,358,0.174976,0.00246114,3.18881,122,4.15091,392
"Yes",126899217,0.0280051,8,0.108108,42.9,-9.32,-4.44187,1,40,-11.7,12.49428,23.67,-1.3,716,1707,0.733755,3.532,0.416049,1,0.40526,11.2554,-1.436101449,2.68,26,0.351351,0.00917912,1.02147,0,0.321259,2
"Yes",42803620,"NA","NA","NA",56.73,-14.27,-5.53615,1,42.1053,-14.4,15.78406,13.52,-0.5,137,1280,3.07594,7.033,0.903517,1,0.44722,5,0.9569880556,2.09,11,0.146667,9.51755E-06,2.52135,14,5.33337,20
"Yes",73680918,0.0266406,85,0.0335306,13.28,-18.51,-11.2047,138913,54.2587,-919.6,"NA",25.5,-698.14,116,923,0.470989,8.38,0.177237,1,0.34562,12.4101,0.5988321641,7.52,563,0.222091,0.00476977,1.46224,135,2.8692,360
"Yes",110719229,0.0465749,40,0.0216802,55.96,-17.57,-10.2529,3,44.4745,-547.9,"NA",80.64,-104.54,194,734,1.95743,9.361,0.599871,1,0.38496,93.8541,-0.8331299467,2.35,348,0.188618,0.00528448,5.07208,336,5.52607,699
"Yes",8365954,0.00279553,1,0.00909091,42.63,-7.29,-3.24357,1,56.7568,-31.1,33.01045,20.14,-0.58,253,2021,1.45976,4.515,0.774292,1,0.43172,3.21213,0.1133894737,2.78,25,0.227273,4.10584E-05,83.2485,2232,263.282,4141
"Yes",28681258,0.00221646,10,0.0348432,57.49,-15.09,-8.20333,1,52.0833,-67,74.74813,88.7,-21.7,2167,7495,3.81895,9.938,0.745665,1,0.46771,30.6393,0.1501570048,2.62,58,0.202091,0.00018565,41.3916,894,109.949,3816
"Yes",57437985,0.0397922,53,0.032797,55.04,-17.83,-9.98912,1,51.2059,-507.4,"NA",81.2,-72.55,529,2047,1.6766,9.58,0.445919,1,0.44807,97.3382,-0.5875265915,2.59,385,0.238243,0.00552164,13.9412,562,24.578,998
"Yes",43246607,0.000758786,5,0.0310559,78.88,-11.95,-5.72586,1,66.6667,-70.4,72.05653,9.64,-4.21,611,1406,4.3469,9.513,0.939337,1,0.45178,17,2.742877193,4.05,34,0.21118,2.83288E-05,7.03857,132,2.39417,28
"Yes",44875815,0.0063898,2,0.0235294,52.16,-12.4,-5.61308,1,53.4884,-13.4,16.0114,5.58,-1.91,2197,6426,1.9351,5.489,0.842311,1,0.43327,7,0.2288098361,2.49,23,0.270588,0.000579865,276.706,4714,5.79605,58
"Yes",66438164,0.000199681,1,0.0105263,58.97,-12.63,-5.00893,2,44.7917,-16.8,19.42566,32.79,-3.72,102,252,3.6242,7.84,0.878389,1,0.42063,9.24749,0.7442772152,2.59,19,0.2,1.39617E-05,36.8992,581,148.162,1971
"Yes",33044249,0.00071885,5,0.0434783,65.32,-10.78,-4.13864,1,51.7241,-33.4,34.72932,59.71,-6.33,17,140,4.23718,9.443,0.864134,1,0.43558,11.8844,3.646761364,6.51,20,0.173913,9.3592E-05,21.6395,776,45.91,2310
"Yes",39225839,0.00109824,2,0.0165289,75.49,-11.51,-3.90963,1,34.4262,-18.8,21.69466,54.75,-1.64,161,876,4.53149,9.639,0.916298,1,0.41713,1.84803,0.4018421782,2.38,20,0.165289,0.000351554,7.0173,122,6.88349,215
"Yes",152686824,0.0146052,39,0.0680628,26.36,-20.54,-9.16265,12,55.9233,-185.7,197.4461,14.74,-47.55,120,461,-0.139021,4.128,0.242436,1,0.47668,44.1966,-1.030225909,2.28,189,0.329843,0.00366797,0.897766,47,0.56274,7
"Yes",4175030,0.00039936,7,0.0300429,73.37,-12.6,-6.89242,1,59.4017,-83,87.8438,65.73,-19.26,600,1358,5.14985,9.744,0.954883,1,0.39716,39,0.5571796855,2.09,41,0.175966,7.09744E-05,6.11399,149,94.9197,2826
"Yes",41747349,0.00053248,3,0.0160428,66.91,-14.04,-5.64647,2,60.1064,-72.1,76.84128,44.23,-8.31,1302,7117,5.15254,9.996,0.920297,1,0.35856,18.3883,1.365346457,3.57,69,0.368984,0.000395604,0.569909,22,0.185312,4
"Yes",20024250,0.0469249,2,0.015873,20.08,-11.97,-5.19931,7,46.4567,-25,27.11138,22.83,0,181,671,0.429148,2.739,0.281461,0.997,0.38248,99.2,-1.021978632,2.3,24,0.190476,0.00187005,27.4213,298,11.0656,272
"Yes",74446534,0.00177493,9,0.0362903,49.19,-14.91,-7.19412,1,47.3896,-66.5,70.47048,21.28,-7.82,158,1552,0.876303,5.37,0.335665,1,0.41029,16.3436,-0.6615037238,2.31,54,0.217742,0.00011726,10.9667,252,1320.36,8118
"Yes",22830053,0.433806,1,0.0175439,31.77,-5.97,-3.38471,1,70.6897,-26.3,26.71464,5.03,-16.49,47,685,1.48486,4.178,0.75893,1,0.3527,12.483,0.1722479245,3.15,10,0.175439,0.0846411,34.7991,431,190.13,2263
"Yes",151279796,0.079644,6,0.037037,53.45,-7.51,-3.22615,1,55.8282,-64.9,67.49286,21.35,-0.42,306,753,1.72178,9.276,0.409326,1,0.42047,0.901133,-1.531275811,2.93,36,0.222222,0.0188987,7.75414,61,18.247,73
"Yes",65209695,0.00190807,9,0.0542169,32.34,-13.94,-5.09645,1,56.8862,-59.2,62.35121,7.11,0,61,2544,0.664304,4.4,0.370322,1,0.38334,98.05,-0.8853198025,3.17,37,0.222892,0.000435008,43.7087,676,4.839,235
"Yes",39085092,0.0350381,16,0.0536913,47.44,-18.42,-8.12273,1,60.8696,-76.4,83.21149,19.58,-4.74,452,1926,-0.0364775,4.038,0.0927712,1,0.37253,5.32307,-1.897349645,2.9,60,0.201342,0.0083703,1.80485,15,5.16674,177
"Yes",34449192,0.000199681,3,0.0175439,59.89,-12.41,-5.80333,1,47.6744,-45.7,50.83867,70.83,-11.76,45,299,4.9178,10.003,0.805361,1,0.4369,23.3745,-0.2320024194,2.22,32,0.187135,1.30832E-05,348.916,7999,155.722,7981
"Yes",241373084,0.00215654,9,0.0436893,61.1,-19.8,-6.6929,1,51.6908,-65.4,70.26992,49.16,-0.86,353,770,2.19692,7.767,0.590737,1,0.44489,1.86674,-0.865379235,2.48,51,0.247573,0.000560222,11.4286,401,57.3524,2244
"Yes",35009119,0.000266241,3,0.0142857,63.77,-17.93,-7.93567,1,65.8768,-77.5,81.33927,18.14,-1.62,222,1391,1.98917,7.869,0.736828,1,0.45685,9,0.3778861111,2.14,40,0.190476,4.29178E-05,19.9087,518,60.9971,1476
"Yes",42288056,0.000599041,11,0.0202952,10.79,-19.29,-9.18424,2,70.9024,-254.2,262.9145,6.5,-234.14,2084,4365,0.272035,5.538,0.221243,1,0.38157,98.6441,-0.4763894467,2.97,147,0.271218,9.70204E-05,4.2155,414,11.7918,797
"Yes",26823138,"NA","NA","NA",69.2,-10.79,-5.2003,1,42.8571,-45.1,48.10502,52.14,-19.83,163,531,5.66131,9.91,0.936912,1,0.41012,30,2.253729204,4.44,22,0.131737,1.61833E-05,37.795,722,53.2108,1957
"Yes",56191850,0.0303512,9,0.044335,28.47,-11.04,-6.06625,2,58.8235,-71.8,76.22957,4.94,0,104,1733,-0.217514,3.108,0.043661,0.87,0.4066,96.4,-1.480532468,1.55,72,0.35468,0.00440158,0.780394,6,0.82632,7
"Yes",176642043,0.182936,7,0.057377,47.66,-10.99,-5.96379,1,59.3496,-41.4,44.09447,4.65,0,195,2674,0.0181736,2.723,0.0429841,0.63,0.34023,92.9,-1.379025641,1.74,22,0.180328,0.0649536,1.1758,3,1.29224,0
"Yes",102480177,0.0135649,13,0.0505837,42.06,-11.06,-5.66333,1,34.8837,-38.2,42.8586,12.1,0,25,363,0.705597,5.224,0.416978,1,0.37095,94.65,-1.482829191,2.46,58,0.225681,0.00369957,1.80032,68,0.269009,37
"Yes",117060455,0.0341955,4,0.0392157,41.13,-11.62,-4.47625,1,59.2233,-33.2,36.20987,9.18,-4.23,188,964,1.8496,5.356,0.656486,1,0.37151,7.91037,-0.05172717391,2.33,29,0.284314,0.00350286,4.43249,81,13.6198,306
"Yes",83056389,9.98405E-05,1,0.00641026,48.34,-8.51,-4.64545,1,38.8535,-28.6,33.31775,33.77,-6.3,188,1160,5.48919,9.909,0.926835,1,0.40696,8.47188,0.4144523364,3.02,25,0.160256,1.17258E-05,72.766,1291,96.1308,3049
