"Functional","Start","aveMAF","1000G_SNPs","1000G_SNPsDensity","Max_covariance","InteractionMIN","InteractionAVE","Genome_copy_number","GC_percentage","MFE","Accessibility","RNAcode_score","RNAalifold_score","Dfam_min_distance","Dfam_sum_distance","MeanPhyloP","MaxPhyloP","MeanPhastCons","MaxPhastCons","Fickett_score","Min_Cov_Eval","mammals_mean_gerp","mammals_max_gerp","gnomAD_SNP_count","gnomAD_SNP_density","gnomAD_avg_MAF","RPKM_tissue","MRD_tissue","RPKM_primary_cell","MRD_primary_cell"
"Yes",28507364,0.00052416,7,0.0338164,21.46,-15.17,-4.95909,3,56.0386,-72.8,77.49536,7.32,-67.89,30,319,0.800468,1.481,0.899002,1,0.44854,60.4175,0.1138914729,1.5,83,0.400966,0.000187573,544.647,7972,1322.48,8035
"Yes",50799438,0.017572,6,0.0618557,30.03,-13.04,-5.34125,1,71.134,-48.9,50.82515,5.53,-16.83,248,828,1.19949,4.842,0.598641,1,0.40835,10.8569,-0.2397303947,2.3,49,0.505155,0.00215178,844.439,8018,289.857,4646
"Yes",29582251,0.0075213,1,0.012987,11.77,-8.42,-4.635,7,48.0519,-19.3,21.26682,1.51,-7.98,664,1433,0.936442,2.485,0.909472,1,0.41734,14.3582,0.9289901923,2.19,15,0.194805,0.00105973,8.89248,30,0.873594,5
"Yes",49489234,0.0670357,5,0.0555556,22.47,-11.16,-3.6892,1,37.7778,-14.8,17.10936,1.26,0,56,757,2.07525,7.883,0.636252,1,0.45804,98.35,-0.1671597015,2.32,19,0.211111,0.0245674,6021.48,8019,894604,8023
"Yes",85677588,0.00029952,4,0.056338,40.23,-7.09,-3.00467,1,38.0282,-11.5,13.31192,1.84,0,4,1799,1.2109,3.897,0.614611,1,0.39519,99.05,0.24259375,2.69,19,0.267606,9.88605E-05,4596.34,8015,207663,8015
"Yes",25059536,0.00387073,12,0.122449,23.98,-7.73,-3.47478,9,44.898,-21,23.44695,4.03,-8.56,9465,43223,0.375083,2.308,0.44012,1,0.45083,15.8688,-0.4385621951,2.04,31,0.316327,0.00217601,96.4118,491,17492.6,800
"Yes",25056858,0.000285257,7,0.0721649,32.88,-7.3,-3.45833,9,44.3299,-19.5,21.94656,2.47,-8.18,6787,43224,0.692593,2.32,0.533429,1,0.47508,16.7529,-0.5337272727,2.04,33,0.340206,2.94025E-05,18890.7,96,17748.4,42
"Yes",131478997,0.00109824,4,0.0169492,14.63,-14.75,-5.71333,3,38.1356,-71.9,77.27796,6.55,-27.66,111,442,0.411706,2.124,0.456756,1,0.38994,43.4776,-0.5705136338,2.26,48,0.20339,0.000114915,17.622,625,164.256,4657
"Yes",25070430,0.00153088,2,0.0206186,13.49,-7.4,-3.22385,9,43.299,-21.6,24.03468,3.28,-17.22,20359,43224,0.960097,2.318,0.621852,1,0.46184,20.5261,-0.4799927536,2.04,24,0.247423,3.63648E-05,8110.81,8028,28461.2,283
"Yes",134164439,0.000537601,12,0.096,64.1,-10.7,-4.5808,20,50.4,-37.2,38.98221,2.53,-15.84,440,2101,5.29566,9.553,0.915471,1,0.4878,19.8038,0.6897738095,2.31,162,1.296,4.07003E-05,94.2272,939,1067.08,8036
"Yes",144412575,0.00668267,13,0.0787879,3.49,-10.48,-5.29613,15,52.7273,-54.6,57.53208,11.64,-66.01,367,1533,-0.31618,0.191,0.00328966,0.018,0.37927,70.7358,"NA","NA",227,1.37576,0.00111485,1511.01,3219,785.467,8012
"Yes",100976476,0.000133121,2,0.0266667,22.8,-9,-3.00115,1,40,-12.9,14.95588,2.54,0,1217,3158,-0.673055,1.662,0.0404984,0.927,0.37584,97.7,-1.357942857,1.9,19,0.253333,3.56809E-05,154.341,566,40.9692,191
"Yes",100972102,0.0103471,10,0.133333,29.44,-9.44,-4.88654,1,46.6667,-15.1,17.54155,1.02,0,1481,3593,-0.587701,3.38,0.0432588,0.759,0.34135,99.4,-1.436025758,1.98,25,0.333333,0.0027192,5946.88,8019,147.467,8015
"Yes",38224478,0.00605698,12,0.0495868,28.37,-13.91,-7.7003,1,58.6777,-85.1,88.25093,3.99,0,1358,4977,-0.373798,2.558,0.00116869,0.057,0.38035,98.95,-1.611516883,1.86,55,0.227273,0.00107566,4.25174,29,18.8147,48
"Yes",28073236,0.00479235,7,0.0492958,17.55,-12.37,-7.03,1,47.1831,-28.9,32.69755,6.3,0,88,201,-0.293302,1.368,0.00303687,0.053,0.30746,98.6,-0.3050654206,0.51,25,0.176056,0.000283972,5.06514,8,14.4223,4
"Yes",11705361,0.000599042,6,0.0304569,47.71,-14.17,-6.39333,2,54.8223,-71.2,74.31561,5.57,-0.21,828,2939,-0.145449,3.577,0.0370963,0.997,0.29453,3.43949,-3.149948958,2.66,53,0.269036,3.73987E-05,10.9409,89,10.2007,100
"Yes",50456570,0.000332801,3,0.0138889,41.98,-12.71,-6.46469,1,37.963,-47.03,49.85807,3.24,-5.39,79,210,1.63931,8.604,0.599149,1,0.38566,7.78061,0.01368526316,2.99,47,0.217593,3.80223E-05,218.676,7857,147.713,7225
"Yes",100987045,0.000199681,1,0.0138889,32.74,-8.76,-2.82,5,47.2222,-18.8,19.58361,"NA",0,1674,4886,-1.10588,2.719,0.00743954,0.62,0.31345,98,-0.9472063492,2.05,10,0.138889,0.00023315,13421.7,8018,1876.93,8029
"Yes",148334611,0.0654031,23,0.147436,10.66,-9.8,-5.34788,1,48.7179,-42.3,45.37599,6.44,-12.59,399,802,0.00211199,0.936,0.0188024,0.191,0.38838,21.9987,"NA","NA",155,0.99359,0.00247794,34.2065,1128,240.063,8005
"Yes",100963053,0.0353433,2,0.025974,32.98,-8.44,-3.32043,1,40.2597,-14.5,16.73301,5.39,0,299,1857,-0.74025,2.28,0.000686784,0.046,0.42198,98.95,-2.017915942,1.45,17,0.220779,0.00972165,171.8,1382,41.6327,411
"Yes",161611945,0.00788738,2,0.0238095,41.29,-7.7,-3.79609,1,58.3333,-30.1,30.92266,8.72,-23.55,689,1379,1.56399,3.24,0.86593,1,0.43701,22,2.301645833,3.32,34,0.404762,0.00173694,78.7931,13,326.585,811
"Yes",100989129,0.000266241,3,0.0416667,23.41,-5.4,-1.76769,4,47.2222,-21.8,22.89299,2.08,-0.7,1128,4886,-1.13436,1.963,0.0079085,0.094,0.33697,4.71861,-1.809420588,2.23,16,0.222222,4.84475E-05,19162.2,8022,121.548,8002
"Yes",25075927,0.00203008,6,0.0638298,17.61,-8.27,-3.70452,1,39.3617,-15.6,19.16348,6.85,-5.99,17371,43227,0.23591,1.755,0.411938,1,0.36872,15.4858,-0.6695348837,1.55,19,0.202128,0.000712063,46.5665,926,40.9937,2808
"Yes",8086407,0.0078674,3,0.0238095,16.53,-7.19,-3.095,3,47.619,-45.8,48.29311,2.5,-6.88,62,692,0.229803,1.705,0.13745,0.814,0.38548,15.3735,-0.9920936364,2.4,22,0.174603,0.0029468,11.7022,252,733.183,6530
"Yes",57793544,0.000342309,7,0.0958904,"NA",-8.81,-3.53706,5,56.1644,-26.6,27.21805,"NA",-243.6,475,1930,-0.0626471,0.075,0.0346176,0.046,0.44406,"NA","NA","NA",66,0.90411,5.03264E-05,2.43586,7,180.9,75
"Yes",26198429,0.338707,4,0.0547945,3.01,-10.95,-3.99038,1,61.6438,-29,30.31932,24.15,-129.13,2,859,-0.00960918,1.15,0.0486467,0.125,0.39395,0.177512,-0.1510769231,0.611,25,0.342466,0.0541736,6.26108,98,10.472,328
"Yes",161621674,0.00365416,6,0.0810811,48.56,-8.87,-4.14097,1,56.7568,-19.7,21.37579,9.48,-28.91,234,807,1.82374,3.419,0.900545,1,0.33563,26,2.814148148,3.58,60,0.810811,0.000830815,280.055,4448,733.777,6609
"Yes",19603273,0.00504193,2,0.0277778,40.23,-11.98,-5.3056,4,40.2778,-11.3,12.74523,5.37,-2.98,205,1266,2.39256,6.844,0.831389,1,0.41714,0.109031,-1.174860154,2.32,30,0.416667,0.000740123,2.77985,18,13.7905,257
"Yes",56055364,0.000133121,3,0.0217391,43.26,-10.35,-4.00724,4,40.5797,-34.1,36.32703,2.6,-24.99,471,1415,2.48414,6.724,0.807159,1,0.37301,30,2.582922936,4.71,31,0.224638,3.37697E-05,22.2437,35,126.47,234
"Yes",148328811,0.00527158,4,0.0555556,10.22,-8.26,-3.20333,4,50,-26.8,27.43077,7.09,-24.12,494,1755,0.566377,1.61,0.862406,1,0.39497,18.0039,"NA","NA",19,0.263889,0.00137002,35.5787,214,102.931,1400
"Yes",147084615,0.018404,23,0.163121,7.88,-7.61,-4.31852,2,48.227,-35.8,40.00341,7.66,-15.4,405,875,-0.186322,0.714,0.0387351,0.133,0.3988,20.5226,-0.3785748031,1.38,137,0.971631,0.00343652,32.824,621,184.158,8002
"Yes",56643679,0.00093184,3,0.04,36.43,-15.3,-5.11774,2,42.6667,-12.8,14.88718,0.28,-1.52,574,1803,2.17191,7.339,0.660896,1,0.43609,1.4712,0.8800701754,3.11,17,0.226667,0.000270538,71775.2,8053,63868.7,8035
"Yes",47388649,0.00509933,4,0.0314961,14.24,-7.83,-2.92905,4,51.1811,-47.2,50.25925,5.58,-25.05,52,1324,0.292845,1.319,0.540331,0.995,0.33774,27.7932,-1.10087925,2.33,22,0.173228,0.000935814,1.78285,28,568.975,4024
"Yes",25215540,0.00439296,5,0.0609756,14.51,-10.47,-4.77517,32,42.6829,-14,16.26083,2.95,-2.63,36649,77343,0.188005,1.727,0.12681,0.76,0.37747,7.91335,-0.7415986842,1.67,20,0.243902,0.00167591,179.17,2186,2.02872,88
"Yes",28673835,0.00046592,8,0.111111,31.34,-11.03,-4.6381,12,61.1111,-28.5,29.66942,4.58,-24.67,165,1021,1.38356,2.343,0.836531,1,0.31572,7.26593,0.7747898551,2.05,72,1,5.16454E-05,994.837,1941,4544.54,8000
"Yes",38448082,0.00136448,6,0.0441176,31.63,-8.46,-3.342,1,56.6176,-56.9,59.40052,5.39,-0.46,201,971,0.418759,5.621,0.319287,1,0.45818,1.75398,-1.98975597,3.65,29,0.213235,0.000206024,24.4171,566,103.579,6118
"Yes",148522600,0.00554113,3,0.0181818,4.48,-12.38,-7.12125,39,51.5152,-55.1,58.70413,11.04,-38.91,290,654,0.150507,0.754,0.161538,0.529,0.39584,50.8145,"NA","NA",286,1.73333,0.00144056,248.802,3232,961.77,8008
"Yes",69539160,"NA","NA","NA",11.56,-9.11,-3.61,4,41.3462,-23.6,25.39065,4.64,-26.53,205,1076,0.0313331,1.42,0.0538965,0.288,0.42995,54.4044,"NA","NA",8,0.0769231,8.14014E-06,22.6054,24,35.1447,12
"Yes",100991918,0.000998403,1,0.0138889,29.22,-8.5,-3.10542,1,45.8333,-20.3,21.78425,1.02,0,231,816,-1.07748,2.519,0.00172467,0.048,0.41519,97.1,-1.686587931,0.879,16,0.222222,7.89525E-05,74.2117,292,13.1719,117
"Yes",100982925,0.00039936,3,0.0416667,23.64,-3.38,-1.47929,2,45.8333,-19.7,21.57958,0.62,0,2074,6696,-1.08684,1.624,0.00108333,0.034,0.35083,99.8,-2.101651515,2.23,28,0.388889,3.46731E-05,89428.2,8030,7410.18,8034
"Yes",14652277,0.00252929,2,0.0190476,35.94,-9.86,-2.929,23,51.4286,-30.1,32.29079,60.21,-12.48,1010,2250,3.74922,6.965,0.976617,1,0.43097,25.4554,0.4692956989,2.31,19,0.180952,0.000271841,34.9869,534,531.888,5772
"Yes",30935688,0.00429314,2,0.0227273,31.24,-10.6,-3.53,2,44.3182,-21.5,22.66468,2.27,-8.82,282,4056,2.29183,5.646,0.716831,1,0.43868,7.30756,0.883875,3.4,14,0.159091,0.000527466,17254.4,54,6612.62,55
"Yes",122880212,0.000199681,1,0.00934579,66.14,-9.58,-3.06813,1,34.5794,-30.5,32.60624,3.44,0,663,1646,2.11333,6.99,0.679449,1,0.43602,98.75,0.7384680556,2.87,19,0.17757,4.96099E-05,12024.8,8016,3971.97,8011
"Yes",8173452,0.0218195,61,0.448529,41.89,-6.73,-3.052,5,47.0588,-42.6,45.57753,4.5,-15.78,344,1821,1.9221,4.072,0.801423,1,0.44137,11.0143,0.01232978723,3.4,322,2.36765,0.00459068,19433.4,8015,4091.13,8013
"Yes",11908153,0.0227356,63,0.529412,35.87,-11.64,-3.73828,14,39.4958,-37.1,38.74995,8.27,-30.08,261,639,0.927522,2.74,0.779865,1,0.43162,31.317,-0.04634328358,1.73,316,2.65546,0.00500674,6701.76,8037,2487.34,8024
"Yes",25083586,0.003744,4,0.0425532,18.79,-9.56,-4.25231,13,41.4894,-19.3,21.45801,2.72,-10.02,9712,43227,0.771684,2.25,0.562717,1,0.42092,19.2889,-0.4340941176,2,30,0.319149,0.000113312,54344.7,8075,1883.79,8072
"Yes",175968396,0.157648,5,0.0347222,40.36,-13.22,-4.40783,1,47.2222,-44.4,45.98107,4.62,-9.42,19,751,2.13439,5.723,0.783709,1,0.44456,7.17247,0.3658368,2.79,38,0.263889,0.0247954,113.206,2104,202.127,4262
"Yes",186784795,0.000199681,2,0.0285714,56.63,-6.96,-2.40474,2,40,-16.6,18.08292,0.04,-1.54,2059,7186,3.38846,9.11,0.771998,1,0.41699,6.16305,1.143354839,2.23,18,0.257143,1.39547E-05,115019,8035,246883,8032
"Yes",25101573,0.00044928,4,0.0425532,11.32,-8.6,-4.04593,1,36.1702,-16.7,18.03286,1.19,-11.04,364,1705,0.0105166,1.795,0.0647541,0.576,0.3768,20.7467,-0.462578481,1.33,15,0.159574,0.000139166,5333.2,8035,21.2368,1481
"Yes",61417243,0.00379394,5,0.0373134,22.93,-9.96,-3.19828,10,49.2537,-45.3,47.60643,6.87,-8.57,94,451,1.59952,5.731,0.669097,1,0.44809,13.2624,-0.2401699187,2.37,33,0.246269,0.000592555,16.2119,52,17.1874,60
"Yes",2462951,0.00204673,3,0.03125,40.73,-11.45,-3.77217,2,40.625,-21.8,24.6223,2.94,0,1115,2278,1.44031,5.513,0.524511,1,0.40145,99.9,0.3750520548,2.4,21,0.21875,0.000508271,7484.16,8017,133950,8051
"Yes",21397292,0.0031949,5,0.0458716,34.18,-12.46,-4.56276,1,49.5413,-33,35.84874,3.76,-6.62,419,1185,2.31172,5.439,0.83621,1,0.29783,11.1953,1.969138889,4.49,13,0.119266,0.000911831,14774.5,8009,127.596,8012
"Yes",42615244,0.000733384,52,0.348993,71.9,-9.24,-2.61577,2,52.349,-58.3,59.88847,3.72,-42.38,431,877,5.05237,9.842,0.850742,1,0.37465,33.6897,1.271264368,2.92,273,1.83221,0.000175029,17445.9,8052,4669.5,8031
"Yes",121020728,0.000439298,5,0.0684932,17.68,-8.77,-3.86381,25,56.1644,-25.4,27.15859,1.78,-19.29,74,286,0.2735,0.872,0.413182,0.995,0.38138,21.9707,0.7811483333,2.08,80,1.09589,0.000614375,203426,439,15935.2,1509
"Yes",143803993,0.000266241,2,0.0273973,10.13,-8.77,-3.7513,24,54.7945,-23.2,24.96477,5.04,-17.98,76,290,0.264303,0.799,0.505021,0.997,0.36405,20.3805,"NA","NA",87,1.19178,7.34147E-05,203422,93,15832.7,4991
"Yes",148503440,0.00039936,3,0.0365854,8.57,-8.94,-3.17857,1,50,-25,26.67022,10.46,-92.53,6,438,0.0394326,0.252,0.0666514,0.148,0.41626,96.999,-0.03748,0.185,15,0.182927,4.32858E-05,3.55485,53,2.78565,112
"Yes",27206087,0.00304515,4,0.0547945,18.42,-8.33,-4.05214,13,54.7945,-22.1,22.90023,6.64,-25.52,96,613,0.657809,1.349,0.821779,1,0.34819,21.4689,-0.2560622727,1.19,24,0.328767,0.00120944,3736.48,8007,1446.84,3805
"Yes",16725565,0.00059904,1,0.0136986,9.1,-9.8,-4.89375,1,45.2055,-14.5,16.20016,8.27,-6.99,1098,2746,0.00525302,0.894,0.0167639,0.083,0.38183,16.9673,"NA","NA",49,0.671233,0.00735731,5.3767,92,14.7707,555
"Yes",41455924,0.00645635,6,0.0821918,5.52,-11.85,-4.5765,1,60.274,-22.9,24.38389,13.78,-362.12,13,442,-0.156717,0.171,0.0220073,0.093,0.4202,1.21683,-0.02446086957,0.173,28,0.383562,0.00127494,106.857,976,346.616,6552
"Yes",27650927,0.0144643,15,0.205479,18.88,-8.89,-3.94963,21,50.6849,-21.8,23.23944,11.9,-25.54,3,279,0.468713,1.179,0.851164,1,0.37723,11.1482,-0.0919484127,1.04,76,1.0411,0.00260171,201559,8011,9850.89,8008
"Yes",27150242,0.004992,3,0.0410959,4.11,-10.39,-4.24963,1,46.5753,-18.2,19.7677,4.4,-10.35,9,295,-0.048218,1.107,0.00961523,0.033,0.36935,23.9111,-0.5249180328,0.821,13,0.178082,0.00116537,36.7052,521,112.195,2737
"Yes",11551706,0.011068,7,0.114754,6.98,-8.65,-4.12,1,63.9344,-19.8,21.26908,3.37,0,42,172,-0.533344,0.694,0.00103279,0.006,0.40097,97.35,-0.05591428571,0.215,31,0.508197,0.00261689,81.512,554,90.823,858
"Yes",27235508,0.0284744,13,0.178082,25.33,-8.59,-3.1713,22,52.0548,-20.4,21.58563,5.23,-23.08,37,193,0.727246,1.92,0.875335,1,0.38658,12.2462,-0.2401323529,1.27,85,1.16438,0.00489869,1497.48,1950,7083.33,8014
"Yes",27681105,0.0390264,8,0.109589,18.01,-8.58,-4.02464,21,54.7945,-21.7,23.89156,2.04,-11.35,261,1592,0.196775,1.634,0.577811,1,0.34897,14.982,0.41909375,1.7,45,0.616438,0.00663611,201556,117,9860.33,793
"Yes",181188415,0.00120677,21,0.287671,34.72,-9.06,-4.27261,18,56.1644,-25.4,26.87759,3.91,-3.76,366,736,-0.0207768,2.982,0.782758,1,0.38758,4.57106,-0.2362819444,1.96,111,1.52055,0.000331176,16348.8,8017,15609.2,8023
"Yes",145157156,0.000439298,5,0.0684932,7.95,-8.16,-3.39333,14,50.6849,-19.9,21.87907,6.16,-19.2,439,1729,0.211791,0.758,0.313907,0.788,0.40709,21.8471,"NA","NA",98,1.34247,9.19918E-05,189.53,3217,7617.97,8031
"Yes",121020728,0.000439298,5,0.0684932,17.68,-7.87,-3.42048,23,55.4054,-25,26.84315,1.78,-19.29,74,286,0.2735,0.872,0.413182,0.995,0.35779,21.9707,0.7811483333,2.08,80,1.09589,0.000614375,203426,439,15935.2,1509
"Yes",4724634,0.00153089,17,0.232877,25.27,-9.65,-4.12958,13,57.5342,-24.4,25.8294,4.61,-3.56,266,663,-0.0510605,2.066,0.0883344,0.812,0.38992,4.4242,-0.2767794118,1.56,113,1.54795,0.000282439,1850.89,8016,19140.8,8011
"Yes",169772229,0.000723846,23,0.315068,11.17,-9.08,-3.53522,22,54.7945,-25.4,26.84988,1.22,-25.02,19,2560,2.6056,3.456,0.94106,1,0.38923,19.0324,1.674002222,2.37,138,1.89041,0.000189164,201686,585,14701.1,8012
"Yes",16680005,0.0119808,3,0.0410959,"NA",-8.56,-4.04167,2,50.6849,-15.9,18.29536,6.19,-8.48,1327,2992,-0.307761,0.478,0.00375423,0.022,0.35949,"NA","NA","NA",15,0.205479,0.00183579,19.8142,328,764.171,8008
"Yes",122376376,0.000678914,5,0.0704225,7.97,-13.33,-4.6031,1,49.2958,-17.5,19.6316,13.43,-121.21,23,48,0.110647,0.303,0.302169,0.424,0.40178,1.20215,-0.300173913,0.438,14,0.197183,0.000100821,17.3714,13,36.2359,32
"Yes",161604797,0.131656,4,0.0555556,16.77,-9.49,-4.0544,1,51.3889,-19.7,22.27543,3.5,0,265,893,-0.142044,2.34,0.00693546,0.088,0.40063,97.4,0.2021728571,3.03,28,0.388889,0.0292665,8.63414,9,1.82139,22
"Yes",27290625,0.00567094,5,0.0684932,16.51,-7.1,-3.4537,1,53.4247,-23.9,25.68002,4.99,-22.86,350,1200,0.384605,0.776,0.860026,0.999,0.42296,23.3986,-0.4657741935,0.932,41,0.561644,0.00132889,298.608,5422,1821.95,8009
"Yes",27728547,0.0149011,8,0.109589,20.6,-7.51,-3.77462,1,50.6849,-19.1,20.53846,6.24,-0.21,601,1670,-0.407168,1.257,0.00316197,0.05,0.35547,2.92512,0.1866666667,1.87,35,0.479452,0.00252587,77.3155,1744,28.1378,1671
"Yes",146049197,"NA","NA","NA",24.84,-8.67,-3.5,1,57.8947,-28.2,30.04312,8.84,-6.08,122,620,0.854548,1.851,0.899691,1,0.42675,4.09461,"NA","NA",21,0.276316,2.02814E-05,10.8998,95,119.585,2880
"Yes",58592238,0.002496,5,0.0704225,7.39,-13.46,-3.43059,1,49.2958,-22.9,24.11976,1.27,-12.82,298,1386,0.0483666,1.144,0.0156085,0.053,0.37582,16.0604,-0.2489038462,0.599,14,0.197183,0.000932107,22.8549,53,19.828,59
"Yes",180215140,"NA","NA","NA",11.42,-5.91,-3.16577,1,43.8356,-15.3,16.52914,8.76,-97.6,12,48,-0.0248698,0.365,0.0225629,0.119,0.31269,0.808903,-0.7778126984,0.945,12,0.164384,1.68734E-05,8.43034,86,4.1741,52
"Yes",121006694,0.00119808,1,0.0135135,19.78,-10.54,-4.8716,4,58.1081,-22,24.39933,8.23,-10.56,680,1372,0.0529189,1.07,0.166581,0.575,0.33067,17.8022,0.8050645161,2.92,33,0.445946,0.000419242,2.84522,5,3.79253,141
"Yes",161523144,0.00039936,6,0.0833333,23.46,-8.96,-4.10185,1,55.5556,-21.4,23.92143,3.15,0,630,1261,0.0409653,2.212,0.0445739,0.481,0.32179,99.1,"NA","NA",25,0.347222,6.67496E-05,63.3603,172,182.599,218
"Yes",72878590,0.270368,3,0.0410959,14.83,-13.15,-3.67621,15,45.2055,-49.4,49.71097,4.01,0,659,2752,-0.169827,2.828,0.00220669,0.103,0.44701,99.9,-0.8168382353,1.29,21,0.287671,0.0395796,69.1679,46,302.496,103
"Yes",144057320,0.000199681,1,0.0166667,22.62,-14.58,-3.79943,39,63.3333,-25.3,26.83224,16.65,-12.66,420,4199,-0.20995,3.725,0.122333,1,0.36893,8.37919,-1.58112963,1.93,10,0.166667,1.32557E-05,25.053,567,17.5572,348
"Yes",100093767,0.000748802,4,0.05,57.66,-10.18,-3.55357,19,60,-43.8,45.17121,0.74,-14.13,857,1768,3.20594,7.745,0.902992,1,0.42038,20,0.8059366667,3.21,20,0.25,0.000116165,4461.44,8009,9248.52,8008
"Yes",135665396,0.000499201,2,0.0243902,91.87,-8.8,-2.68919,548,50,-35.7,36.48493,1.21,-31.01,384,3508,5.24622,7.99,0.998898,1,0.40464,24.2214,5.218571429,6.39,6,0.0731707,1.51423E-05,21663.7,8008,738.601,1023
"Yes",83969747,0.000266241,2,0.0181818,55.45,-12.01,-3.9703,81,41.8182,-47.7,49.45371,3.54,-20.92,1128,3186,6.24209,9.279,0.996868,1,0.34206,24.2353,1.211279592,2.21,17,0.154545,1.60039E-05,188.561,2179,317.735,558
"Yes",83067334,0.000698883,4,0.0493827,18.25,-10.26,-3.23204,12,71.6049,-49.8,50.6416,3.19,0,40,1069,-0.943517,1.827,0.00122186,0.035,0.30443,98.35,-1.624147222,1.35,47,0.580247,6.28143E-05,5.25688,96,18.2657,362
"Yes",101040068,0.000199681,2,0.025,38.5,-15.09,-3.62902,15,33.75,-29,30.17622,2.97,-14.78,1549,4403,1.42468,3.841,0.778956,1,0.39794,21.7804,0.5142213115,1.93,16,0.2,3.31744E-05,1071.24,8005,12711.6,8006
"Yes",101056218,0.0561768,5,0.0609756,49.19,-10.34,-3.27263,50,48.7805,-40.2,41.37417,3.3,-8.23,460,2906,0.960721,3.571,0.660678,1,0.44059,14.1766,-0.1909152,1.95,28,0.341463,0.00745211,192.682,2606,141.012,4391
"Yes",41746771,0.000199681,2,0.0285714,30.19,-13.15,-5.81118,1,62.8571,-19.8,22.07696,19.51,-6.37,1003,5324,0.312363,9.618,0.112977,1,0.44825,7.36138,-1.832846774,2.66,14,0.2,4.23602E-05,10.692,240,63.044,1325
"Yes",108635809,0.000798722,1,0.0163934,24.62,-6.42,-2.80056,1,44.2623,-15.6,16.97667,5.96,0,68,254,0.00140984,1.81,0.00198361,0.014,0.40505,95.4,-0.7044512963,1.17,7,0.114754,0.000152583,1.70448,14,3.68436,58
"Yes",140586625,0.0692227,3,0.05,22.2,-9.61,-3.9895,1,46.6667,-18.8,19.93959,6.29,-0.83,110,836,-0.160767,1.557,0.00055,0.003,0.30438,4.6393,-0.6931310345,1.15,12,0.2,0.0177673,13.4001,14,1.962,1
"Yes",2076018,0.0091853,1,0.0140845,37.77,-9.26,-2.95889,1,61.9718,-36.3,36.6151,5.5,0,1217,2553,-0.414415,1.446,6.9594E-05,0.004,0.34721,98.8,-2.473393333,1.62,13,0.183099,0.000677693,0.371637,3,0.262189,2
"Yes",31014645,0.0123802,1,0.0103093,15.54,-10.23,-4.26462,1,40.2062,-55,56.45006,3.91,0,36,163,0.223957,2.107,0.0700822,0.811,0.35216,99.7,-0.6650011494,1.18,18,0.185567,0.000588144,16.1997,43,63.5115,332
"Yes",37969403,0.000499202,4,0.0519481,54.59,-9.7,-4.86286,1,55.8442,-37.3,38.29229,2.83,-25.14,560,1336,5.0562,9.942,0.877536,1,0.32126,8.81009,1.695182927,3.18,13,0.168831,0.000107858,279504,8007,63542.9,8006
"Yes",153981096,0.000264901,1,0.0123457,10.53,-4.46,-2.04167,2,34.5679,-51.2,52.11688,4.14,-46.55,1718,4227,-0.0543998,2.343,0.0764895,0.365,0.39011,60.3349,-0.4776589286,1.19,7,0.0864198,1.96277E-05,2.75812,5,10.3845,8
"Yes",124132928,0.00524162,4,0.0412371,45.69,-9.24,-2.8025,1,48.4536,-37.2,38.13731,3.86,0,535,2076,0.0866234,3.676,0.0403059,0.716,0.29551,98.7,-1.871876344,2.37,8,0.0824742,0.0029961,15.1513,168,32.8386,121
"Yes",134169808,0.000529801,1,0.0144928,72.04,-9.63,-3.74,1,44.9275,-29.6,30.29718,6.34,-8.3,292,10208,5.13219,9.602,0.788837,1,0.36935,4.75168,0.1161190476,3.4,8,0.115942,1.29824E-05,130.342,1731,2199.38,8006
"Yes",49933063,0.0951147,2,0.027027,33.82,-10.87,-5.06267,1,67.5676,-40.2,40.53721,25.67,-8.22,43,1297,0.992006,9.447,0.278601,1,0.36326,7.54067,-0.9987913043,2.21,22,0.297297,0.013774,112.946,2100,165.177,2753
"Yes",67081583,0.000399361,4,0.038835,8.99,-6.64,-2.467,1,39.8058,-56.6,57.68944,5.56,-91.13,86,405,0.00117389,0.491,0.0328044,0.124,0.34102,91.0223,-0.182962963,0.39,20,0.194175,0.000137338,1.36276,28,0.625016,3
"Yes",20832794,0.000199681,1,0.0133333,"NA",-3.94,-3.94,18,33.3333,-32.6,33.07748,"NA",-1087.05,4,456,0.0304831,0.064,0.214504,0.263,0.38656,"NA",-0.1456,0.532,36,0.48,0.00584344,6.93156,2,1.89344,0
"Yes",59646961,0.000798723,4,0.0677966,5.75,"NA","NA",1,38.9831,-27.1,27.7933,18.33,-1872.62,1122,3067,0.0338644,0.171,0.0912034,0.153,0.44146,1.63177,-0.07864705882,0.191,10,0.169492,0.000356046,36.9571,32,58.4205,214
"Yes",100869059,0.000199681,2,0.0224719,47.36,-7.34,-3.57417,1,53.9326,-47.9,49.29384,3.55,-35.1,396,5063,2.06044,3.558,0.999232,1,0.38458,26.8577,0.7889132075,1.96,16,0.179775,1.70074E-05,14377.8,8007,874.304,8006
"Yes",27920525,0.0367412,5,0.0581395,11.51,-3.01,-2.27667,2,50,-72,72.98931,1.7,-46.54,122,9405,-0.0378399,1.729,0.00205814,0.013,0.36837,37.1933,-0.7543728947,1,27,0.313953,0.0450063,7.84258,37,15.5928,203
"Yes",33287226,0.000199681,1,0.015873,24.08,-7.95,-4.04,5,52.381,-21.2,22.14674,4.65,-3.45,148,4132,0.187794,4.175,0.116524,1,0.32724,3.21293,-1.409147541,2.04,9,0.142857,3.65631E-05,16.7806,285,71.6317,1177
